학수번호-분반	과목명	교수명	학점	이수구분	강의시간표 및 장소	요일	교시	장소
LESE317 - 00	식품소비자경제학(영강)	안병일	3	전공선택	"화(6) 생명과학관(동관)101호
목(6) 생명과학관(동관)101호"	['화', '목']	[[6], [6]]	['생명과학관(동관)101호', '생명과학관(동관)101호']
LESE321 - 00	에너지경제론	이나영	3	전공선택	"화(4) 생명과학관(동관)102호
목(4) 생명과학관(동관)102호"	['화', '목']	[[4], [4]]	['생명과학관(동관)102호', '생명과학관(동관)102호']
LESE326 - 00	식품안전경제학(영강)	이상현	3	전공선택	"화(3) 생명과학관(동관)101호
목(3) 생명과학관(동관)101호"	['화', '목']	[[3], [3]]	['생명과학관(동관)101호', '생명과학관(동관)101호']
LESE328 - 00	국제농업개발협력론(영강)	임송수	3	전공선택	"월(5) 생명과학관(동관)101호
수(5) 생명과학관(동관)101호"	['월', '수']	[[5], [5]]	['생명과학관(동관)101호', '생명과학관(동관)101호']
LESE406 - 00	국제통상협상론(영강)	임송수	3	전공선택	"월(6) 생명과학관(동관)101호
수(6) 생명과학관(동관)101호"	['월', '수']	[[6], [6]]	['생명과학관(동관)101호', '생명과학관(동관)101호']
MEDI108 - 00	미생물학	박만성	5	전공필수				
MEDI110 - 00	병리학	김애리	6	전공필수				
MEDI114 - 00	기생충학	조성원	3	전공필수				
MEDI128 - 00	발생학	유임주	2	전공필수				
MEDI130 - 00	약리학	김동훈	6	전공필수				
MEDI207 - 00	혈액학	최철원	2	전공필수				
MEDI209 - 00	종양학	서재홍	2	전공필수				
MEDI210 - 00	근골격학	정웅교	2	전공필수				
MEDI211 - 00	신경학	김세훈	3	전공필수				
MEDI228 - 00	소화기학	진윤태	4	전공필수				
MEDI230 - 00	응급의학	문성우	1	전공필수				
MEDI231 - 00	감염학	손장욱	2.5	전공필수				
MEDI232 - 00	내분비대사학	김남훈	2	전공필수				
MEDI236 - 00	임상의학연구	최종일	1	전공필수				
